 �bitos infantis - Brasil
�bitos p/Resid�nc por Munic�pio
Per�odo:2022
"Munic�pio";"�bitos_p/Resid�nc"
"430110 ARROIO DOS RATOS";1
"430130 ARROIO GRANDE";4
"430140 ARVOREZINHA";4
"430150 AUGUSTO PESTANA";1
"430160 BAGE";25
"430163 BALNEARIO PINHAL";3
"430165 BARAO";1
"430187 BARRA DO QUARAI";2
"430190 BARRA DO RIBEIRO";2
"430210 BENTO GONCALVES";16
"430222 BOA VISTA DO CADEADO";1
"430223 BOA VISTA DO INCRA";1
"430230 BOM JESUS";2
"430235 BOM PRINCIPIO";2
"430237 BOM PROGRESSO";1
"430240 BOM RETIRO DO SUL";2
"430245 BOQUEIRAO DO LEAO";1
"430250 BOSSOROCA";1
"430260 BRAGA";1
"430265 BROCHIER";1
"430270 BUTIA";2
"430280 CACAPAVA DO SUL";2
"430300 CACHOEIRA DO SUL";14
"430310 CACHOEIRINHA";13
"430330 CAIBATE";1
"430340 CAICARA";1
"430350 CAMAQUA";11
"430367 CAMPESTRE DA SERRA";1
"430370 CAMPINA DAS MISSOES";1
"430390 CAMPO BOM";6
"430400 CAMPO NOVO";1
"430420 CANDELARIA";7
"430440 CANELA";5
"430450 CANGUCU";9
"430460 CANOAS";44
"430463 CAPAO DA CANOA";10
"430466 CAPAO DO LEAO";4
"430467 CAPIVARI DO SUL";1
"430468 CAPELA DE SANTANA";1
"430470 CARAZINHO";8
"430480 CARLOS BARBOSA";3
"430495 CASEIROS";1
"430510 CAXIAS DO SUL";59
"430511 CENTENARIO";2
"430512 CERRITO";1
"430513 CERRO BRANCO";1
"430520 CERRO LARGO";2
"430530 CHAPADA";1
"430535 CHARQUEADAS";2
"430544 CHUVISCA";1
"430545 CIDREIRA";3
"430580 CONSTANTINA";1
"430585 COQUEIROS DO SUL";1
"430600 CRISSIUMAL";2
"430605 CRISTAL";4
"430610 CRUZ ALTA";6
"430613 CRUZALTENSE";1
"430630 DAVID CANABARRO";1
"430640 DOIS IRMAOS";2
"430650 DOM FELICIANO";1
"430655 DOM PEDRO DE ALCANTARA";1
"430660 DOM PEDRITO";4
"430676 ELDORADO DO SUL";4
"430680 ENCANTADO";1
"430690 ENCRUZILHADA DO SUL";1
"430693 ENTRE-IJUIS";1
"430695 ENTRE RIOS DO SUL";1
"430697 EREBANGO";1
"430700 ERECHIM";15
"430710 HERVAL";2
"430720 ERVAL GRANDE";1
"430740 ESMERALDA";1
"430750 ESPUMOSO";1
"430755 ESTACAO";1
"430760 ESTANCIA VELHA";3
"430770 ESTEIO";4
"430780 ESTRELA";5
"430781 ESTRELA VELHA";1
"430790 FARROUPILHA";6
"430800 FAXINAL DO SOTURNO";1
"430805 FAXINALZINHO";1
"430810 FELIZ";1
"430820 FLORES DA CUNHA";3
"430850 FREDERICO WESTPHALEN";3
"430860 GARIBALDI";4
"430890 GETULIO VARGAS";3
"430900 GIRUA";2
"430905 GLORINHA";1
"430910 GRAMADO";1
"430912 GRAMADO DOS LOUREIROS";2
"430920 GRAVATAI";27
"430930 GUAIBA";5
"430940 GUAPORE";1
"430955 HARMONIA";2
"430960 HORIZONTINA";1
"430965 HULHA NEGRA";1
"430970 HUMAITA";3
"430975 IBARAMA";1
"430995 IBIRAPUITA";2
"431000 IBIRUBA";3
"431010 IGREJINHA";3
"431020 IJUI";9
"431033 IMBE";5
"431036 IMIGRANTE";1
"431041 INHACORA";1
"431046 IPIRANGA DO SUL";1
"431053 ITAARA";1
"431055 ITACURUBI";2
"431060 ITAQUI";11
"431080 IVOTI";1
"431085 JABOTICABA";1
"431087 JACUIZINHO";2
"431090 JACUTINGA";1
"431100 JAGUARAO";2
"431113 JARI";1
"431120 JULIO DE CASTILHOS";2
"431125 LAGOAO";2
"431130 LAGOA VERMELHA";3
"431140 LAJEADO";14
"431150 LAVRAS DO SUL";1
"431162 LINDOLFO COLLOR";1
"431171 MACAMBARA";1
"431179 MARATA";1
"431180 MARAU";5
"431190 MARCELINO RAMOS";1
"431205 MARQUES DE SOUZA";1
"431217 MATO QUEIMADO";1
"431240 MONTENEGRO";5
"431242 MORMACO";1
"431247 MORRO REUTER";1
"431250 MOSTARDAS";1
"431262 MULITERNO";1
"431265 NAO-ME-TOQUE";1
"431270 NONOAI";6
"431280 NOVA ARACA";2
"431290 NOVA BASSANO";1
"431295 NOVA BOA VISTA";1
"431303 NOVA ESPERANCA DO SUL";1
"431306 NOVA HARTZ";2
"431308 NOVA PADUA";1
"431310 NOVA PALMA";1
"431320 NOVA PETROPOLIS";2
"431330 NOVA PRATA";3
"431337 NOVA SANTA RITA";3
"431340 NOVO HAMBURGO";32
"431350 OSORIO";4
"431370 PALMEIRA DAS MISSOES";2
"431390 PANAMBI";5
"431395 PANTANO GRANDE";1
"431400 PARAI";3
"431402 PARAISO DO SUL";1
"431405 PAROBE";11
"431407 PASSO DO SOBRADO";1
"431410 PASSO FUNDO";31
"431415 PAVERAMA";1
"431417 PEDRAS ALTAS";1
"431420 PEDRO OSORIO";1
"431440 PELOTAS";34
"431445 PINHAL";1
"431450 PINHEIRO MACHADO";1
"431460 PIRATINI";1
"431470 PLANALTO";1
"431475 POCO DAS ANTAS";1
"431480 PORTAO";4
"431490 PORTO ALEGRE";106
"431514 PRESIDENTE LUCENA";1
"431530 QUARAI";6
"431535 QUINZE DE NOVEMBRO";2
"431540 REDENTORA";2
"431545 RELVADO";1
"431550 RESTINGA SECA";2
"431555 RIO DOS INDIOS";1
"431560 RIO GRANDE";27
"431570 RIO PARDO";1
"431580 ROCA SALES";2
"431600 ROLANTE";2
"431610 RONDA ALTA";1
"431640 ROSARIO DO SUL";5
"431650 SALVADOR DO SUL";1
"431670 SANTA BARBARA DO SUL";1
"431673 SANTA CECILIA DO SUL";1
"431675 SANTA CLARA DO SUL";1
"431680 SANTA CRUZ DO SUL";16
"431690 SANTA MARIA";31
"431695 SANTA MARIA DO HERVAL";2
"431710 SANT'ANA DO LIVRAMENTO";10
"431720 SANTA ROSA";11
"431730 SANTA VITORIA DO PALMAR";2
"431740 SANTIAGO";6
"431750 SANTO ANGELO";6
"431760 SANTO ANTONIO DA PATRULHA";4
"431780 SANTO AUGUSTO";3
"431790 SANTO CRISTO";1
"431800 SAO BORJA";5
"431810 SAO FRANCISCO DE ASSIS";1
"431820 SAO FRANCISCO DE PAULA";1
"431830 SAO GABRIEL";9
"431840 SAO JERONIMO";2
"431843 SAO JOAO DO POLESINE";1
"431846 SAO JOSE DO HERVAL";1
"431848 SAO JOSE DO HORTENCIO";1
"431850 SAO JOSE DO NORTE";3
"431860 SAO JOSE DO OURO";3
"431862 SAO JOSE DOS AUSENTES";3
"431870 SAO LEOPOLDO";34
"431880 SAO LOURENCO DO SUL";5
"431890 SAO LUIZ GONZAGA";11
"431930 SAO PAULO DAS MISSOES";1
"431935 SAO PEDRO DA SERRA";1
"431950 SAO SEBASTIAO DO CAI";2
"431960 SAO SEPE";1
"431970 SAO VALENTIM";1
"431973 SAO VALERIO DO SUL";2
"431990 SAPIRANGA";14
"432000 SAPUCAIA DO SUL";9
"432010 SARANDI";5
"432020 SEBERI";1
"432026 SEGREDO";1
"432032 SENADOR SALGADO FILHO";1
"432050 SERTAO";1
"432055 SERTAO SANTANA";1
"432067 SINIMBU";1
"432080 SOLEDADE";5
"432085 TABAI";1
"432100 TAPERA";2
"432110 TAPES";1
"432120 TAQUARA";9
"432130 TAQUARI";3
"432135 TAVARES";2
"432140 TENENTE PORTELA";5
"432143 TERRA DE AREIA";4
"432145 TEUTONIA";3
"432146 TIO HUGO";3
"432149 TOROPI";2
"432150 TORRES";9
"432160 TRAMANDAI";11
"432166 TRES CACHOEIRAS";2
"432170 TRES COROAS";4
"432180 TRES DE MAIO";4
"432185 TRES PALMEIRAS";1
"432190 TRES PASSOS";2
"432200 TRIUNFO";1
"432220 TUPANCIRETA";1
"432225 TUPANDI";1
"432232 TURUCU";1
"432235 UNIAO DA SERRA";1
"432240 URUGUAIANA";21
"432250 VACARIA";7
"432252 VALE VERDE";1
"432254 VALE REAL";2
"432255 VANINI";2
"432260 VENANCIO AIRES";9
"432270 VERA CRUZ";4
"432280 VERANOPOLIS";5
"432300 VIAMAO";26
"432375 VITORIA DAS MISSOES";1
"432377 WESTFALIA";1
"432380 XANGRI-LA";3
"500020 AGUA CLARA";3
"500060 AMAMBAI";9
"500070 ANASTACIO";4
"500080 ANAURILANDIA";1
"500085 ANGELICA";2
"500090 ANTONIO JOAO";5
"500100 APARECIDA DO TABOADO";3
"500110 AQUIDAUANA";4
"500124 ARAL MOREIRA";3
"500150 BANDEIRANTES";2
"500190 BATAGUASSU";4
"500200 BATAYPORA";3
"500210 BELA VISTA";1
"500215 BODOQUENA";4
"500220 BONITO";3
"500230 BRASILANDIA";1
"500240 CAARAPO";4
"500260 CAMAPUA";3
"500270 CAMPO GRANDE";132
"500280 CARACOL";1
"500290 CASSILANDIA";6
"500295 CHAPADAO DO SUL";2
"500310 CORGUINHO";1
"500315 CORONEL SAPUCAIA";11
"500320 CORUMBA";30
"500325 COSTA RICA";5
"500330 COXIM";2
"500345 DEODAPOLIS";1
"500348 DOIS IRMAOS DO BURITI";1
"500350 DOURADINA";2
"500370 DOURADOS";48
"500375 ELDORADO";2
"500380 FATIMA DO SUL";3
"500400 GLORIA DE DOURADOS";4
"500410 GUIA LOPES DA LAGUNA";2
"500430 IGUATEMI";1
"500440 INOCENCIA";3
"500450 ITAPORA";2
"500460 ITAQUIRAI";5
"500470 IVINHEMA";3
"500480 JAPORA";2
"500490 JARAGUARI";2
"500500 JARDIM";9
"500510 JATEI";1
"500520 LADARIO";2
"500525 LAGUNA CARAPA";2
"500540 MARACAJU";9
"500560 MIRANDA";5
"500568 MUNDO NOVO";5
"500570 NAVIRAI";6
"500580 NIOAQUE";5
"500600 NOVA ALVORADA DO SUL";2
"500620 NOVA ANDRADINA";4
"500630 PARANAIBA";9
"500635 PARANHOS";6
"500640 PEDRO GOMES";1
"500660 PONTA PORA";34
"500690 PORTO MURTINHO";2
"500710 RIBAS DO RIO PARDO";3
"500720 RIO BRILHANTE";6
"500730 RIO NEGRO";1
"500740 RIO VERDE DE MATO GROSSO";3
"500750 ROCHEDO";1
"500755 SANTA RITA DO PARDO";2
"500769 SAO GABRIEL DO OESTE";8
"500770 SETE QUEDAS";2
"500780 SELVIRIA";1
"500790 SIDROLANDIA";11
"500793 SONORA";1
"500795 TACURU";2
"500800 TERENOS";1
"500830 TRES LAGOAS";25
"500840 VICENTINA";1
"510020 AGUA BOA";12
"510025 ALTA FLORESTA";8
"510030 ALTO ARAGUAIA";4
"510035 ALTO BOA VISTA";5
"510050 ALTO PARAGUAI";1
"510060 ALTO TAQUARI";3
"510080 APIACAS";5
"510125 ARAPUTANGA";2
"510130 ARENAPOLIS";3
"510140 ARIPUANA";4
"510170 BARRA DO BUGRES";5
"510180 BARRA DO GARCAS";17
"510185 BOM JESUS DO ARAGUAIA";5
"510190 BRASNORTE";6
"510250 CACERES";22
"510260 CAMPINAPOLIS";28
"510263 CAMPO NOVO DO PARECIS";10
"510268 CAMPOS DE JULIO";6
"510269 CANABRAVA DO NORTE";2
"510270 CANARANA";10
"510279 CARLINDA";3
"510285 CASTANHEIRA";2
"510300 CHAPADA DOS GUIMARAES";3
"510305 CLAUDIA";1
"510320 COLIDER";6
"510325 COLNIZA";10
"510330 COMODORO";7
"510335 CONFRESA";9
"510336 CONQUISTA D'OESTE";1
"510337 COTRIGUACU";1
"510340 CUIABA";130
"510343 CURVELANDIA";1
"510345 DENISE";2
"510350 DIAMANTINO";2
"510370 FELIZ NATAL";1
"510385 GAUCHA DO NORTE";2
"510390 GENERAL CARNEIRO";4
"510410 GUARANTA DO NORTE";8
"510452 IPIRANGA DO NORTE";1
"510454 ITANHANGA";3
"510455 ITAUBA";1
"510460 ITIQUIRA";2
"510480 JACIARA";1
"510510 JUARA";8
"510515 JUINA";14
"510520 JUSCIMEIRA";3
"510523 LAMBARI D'OESTE";2
"510525 LUCAS DO RIO VERDE";25
"510550 VILA BELA DA SANTISSIMA TRINDADE";2
"510558 MARCELANDIA";1
"510560 MATUPA";9
"510562 MIRASSOL D'OESTE";4
"510590 NOBRES";3
"510600 NORTELANDIA";1
"510610 NOSSA SENHORA DO LIVRAMENTO";1
"510615 NOVA BANDEIRANTES";2
"510617 NOVA NAZARE";7
"510618 NOVA LACERDA";3
"510620 NOVA BRASILANDIA";1
"510621 NOVA CANAA DO NORTE";1
"510622 NOVA MUTUM";13
"510623 NOVA OLIMPIA";3
"510624 NOVA UBIRATA";4
"510625 NOVA XAVANTINA";3
"510626 NOVO MUNDO";2
"510627 NOVO HORIZONTE DO NORTE";1
"510628 NOVO SAO JOAQUIM";2
"510629 PARANAITA";2
"510630 PARANATINGA";12
"510637 PEDRA PRETA";6
"510642 PEIXOTO DE AZEVEDO";16
"510650 POCONE";6
"510675 PONTES E LACERDA";10
"510677 PORTO ALEGRE DO NORTE";5
"510682 PORTO ESPERIDIAO";2
"510685 PORTO ESTRELA";1
"510700 POXOREO";3
"510704 PRIMAVERA DO LESTE";17
"510706 QUERENCIA";6
"510710 SAO JOSE DOS QUATRO MARCOS";4
"510719 RIBEIRAOZINHO";1
"510720 RIO BRANCO";1
"510729 SAO JOSE DO POVO";1
"510730 SAO JOSE DO RIO CLARO";1
"510735 SAO JOSE DO XINGU";4
"510757 RONDOLANDIA";3
"510760 RONDONOPOLIS";33
"510770 ROSARIO OESTE";1
"510777 SANTA TEREZINHA";3
"510780 SANTO ANTONIO DO LEVERGER";2
"510785 SAO FELIX DO ARAGUAIA";1
"510787 SAPEZAL";12
"510790 SINOP";50
"510792 SORRISO";24
"510794 TABAPORA";3
"510795 TANGARA DA SERRA";31
"510800 TAPURAH";2
"510805 TERRA NOVA DO NORTE";1
"510810 TESOURO";1
"510840 VARZEA GRANDE";71
"510850 VERA";2
"510860 VILA RICA";4
"510885 NOVA MARILANDIA";1
"510890 NOVA MARINGA";1
"510895 NOVA MONTE VERDE";1
"520005 ABADIA DE GOIAS";2
"520013 ACREUNA";6
"520017 AGUA FRIA DE GOIAS";2
"520025 AGUAS LINDAS DE GOIAS";34
"520030 ALEXANIA";7
"520055 ALTO HORIZONTE";2
"520060 ALTO PARAISO DE GOIAS";2
"520080 ALVORADA DO NORTE";1
"520110 ANAPOLIS";86
"520130 ANICUNS";3
"520140 APARECIDA DE GOIANIA";105
"520150 APORE";1
"520170 ARAGARCAS";5
"520180 ARAGOIANIA";2
"520215 ARAGUAPAZ";2
"520250 ARUANA";6
"520260 AURILANDIA";1
"520280 AVELINOPOLIS";1
"520310 BALIZA";1
"520320 BARRO ALTO";3
"520330 BELA VISTA DE GOIAS";8
"520340 BOM JARDIM DE GOIAS";1
"520350 BOM JESUS DE GOIAS";2
"520357 BONOPOLIS";1
"520360 BRAZABRANTES";1
"520380 BRITANIA";3
"520390 BURITI ALEGRE";4
"520400 CABECEIRAS";5
"520410 CACHOEIRA ALTA";1
"520430 CACU";1
"520440 CAIAPONIA";1
"520450 CALDAS NOVAS";9
"520470 CAMPINORTE";3
"520480 CAMPO ALEGRE DE GOIAS";1
"520485 CAMPO LIMPO DE GOIAS";2
"520490 CAMPOS BELOS";1
"520495 CAMPOS VERDES";1
"520505 CASTELANDIA";2
"520510 CATALAO";25
"520520 CATURAI";3
"520530 CAVALCANTE";2
"520540 CERES";3
"520547 CHAPADAO DO CEU";2
"520549 CIDADE OCIDENTAL";18
"520551 COCALZINHO DE GOIAS";3
"520552 COLINAS DO SUL";3
"520620 CRISTALINA";12
"520640 CRIXAS";1
"520725 DOVERLANDIA";2
"520740 EDEIA";1
"520780 FIRMINOPOLIS";2
"520790 FLORES DE GOIAS";1
"520800 FORMOSA";19
"520840 GOIANAPOLIS";2
"520860 GOIANESIA";15
"520870 GOIANIA";190
"520880 GOIANIRA";17
"520890 GOIAS";2
"520910 GOIATUBA";4
"520915 GOUVELANDIA";1
"520920 GUAPO";4
"520940 GUARANI DE GOIAS";1
"520970 HIDROLANDIA";6
"520980 HIDROLINA";1
"520990 IACIARA";2
"520993 INACIOLANDIA";2
"521000 INHUMAS";8
"521010 IPAMERI";5
"521020 IPORA";5
"521040 ITABERAI";9
"521056 ITAGUARI";1
"521090 ITAPACI";4
"521120 ITAPURANGA";2
"521130 ITARUMA";1
"521140 ITAUCU";3
"521150 ITUMBIARA";14
"521160 IVOLANDIA";1
"521170 JANDAIA";2
"521180 JARAGUA";5
"521190 JATAI";19
"521220 JUSSARA";2
"521230 LEOPOLDO DE BULHOES";1
"521250 LUZIANIA";35
"521280 MARA ROSA";2
"521300 MAURILANDIA";2
"521308 MINACU";1
"521310 MINEIROS";10
"521350 MONTE ALEGRE DE GOIAS";1
"521370 MONTES CLAROS DE GOIAS";1
"521375 MONTIVIDIU";1
"521380 MORRINHOS";1
"521385 MORRO AGUDO DE GOIAS";1
"521405 MUNDO NOVO";1
"521410 MUTUNOPOLIS";2
"521450 NEROPOLIS";8
"521460 NIQUELANDIA";5
"521470 NOVA AMERICA";1
"521480 NOVA AURORA";1
"521486 NOVA GLORIA";1
"521487 NOVA IGUACU DE GOIAS";2
"521490 NOVA ROMA";1
"521500 NOVA VENEZA";2
"521523 NOVO GAMA";16
"521540 OURO VERDE DE GOIAS";1
"521550 OUVIDOR";1
"521560 PADRE BERNARDO";11
"521570 PALMEIRAS DE GOIAS";4
"521630 PARANAIGUARA";1
"521640 PARAUNA";1
"521690 PILAR DE GOIAS";1
"521710 PIRACANJUBA";4
"521720 PIRANHAS";2
"521730 PIRENOPOLIS";5
"521740 PIRES DO RIO";6
"521760 PLANALTINA";12
"521770 PONTALINA";3
"521800 PORANGATU";7
"521810 PORTELANDIA";1
"521830 POSSE";7
"521850 QUIRINOPOLIS";7
"521860 RIALMA";6
"521880 RIO VERDE";31
"521890 RUBIATABA";1
"521920 SANTA CRUZ DE GOIAS";1
"521930 SANTA HELENA DE GOIAS";6
"521940 SANTA RITA DO ARAGUAIA";1
"521945 SANTA RITA DO NOVO DESTINO";1
"521960 SANTA TEREZA DE GOIAS";2
"521970 SANTA TEREZINHA DE GOIAS";1
"521971 SANTO ANTONIO DA BARRA";3
"521973 SANTO ANTONIO DE GOIAS";1
"521975 SANTO ANTONIO DO DESCOBERTO";11
"521980 SAO DOMINGOS";3
"522000 SAO JOAO D'ALIANCA";1
"522010 SAO LUIS DE MONTES BELOS";4
"522015 SAO LUIZ DO NORTE";2
"522020 SAO MIGUEL DO ARAGUAIA";2
"522026 SAO MIGUEL DO PASSA QUATRO";3
"522040 SAO SIMAO";6
"522045 SENADOR CANEDO";28
"522050 SERRANOPOLIS";1
"522060 SILVANIA";3
"522068 SIMOLANDIA";1
"522119 TEREZOPOLIS DE GOIAS";1
"522130 TRES RANCHOS";1
"522140 TRINDADE";33
"522155 TURVELANDIA";3
"522157 UIRAPURU";4
"522160 URUACU";11
"522170 URUANA";1
"522180 URUTAI";2
"522185 VALPARAISO DE GOIAS";38
"522200 VIANOPOLIS";4
"522205 VICENTINOPOLIS";4
"522220 VILA BOA";1
"530010 BRASILIA";362
"Total";32257
 Fonte: MS/SVSA/CGIAE - Sistema de Informa��es sobre Mortalidade - SIM
 Notas:
 
 Dados finais dispon�veis at� 2024 - data de extra��o 02/12/2025.
 Dados de 2025 - Preliminares - data de extra��o 28/07/2026.
 Dados de 2026 - 1a pr�via - data de extra��o 01/06/2026.
 
